Order_ID,Date,Customer_ID,Customer_Age,Region,Country,Product_Category,Product_Name,Quantity,Unit_Price,Payment_Method
1296,2024-10-16,C1505,32,NorthAm,USA,Clothing,T-Shirt,9,100.83,Cash
1297,2024-10-16,C9115,53,Africa,South Africa,Sports,Football,5,626.84,Bank Transfer
1298,2024-10-04,C1681,64,SouthAm,Chile,Furniture,Bookshelf,2,1130.38,PayPal
1299,2024-06-01,C1528,46,NorthAm,Canada,Electronics,Headphones,2,1596.14,PayPal
1300,2024-04-17,C6744,63,Africa,Egypt,Food,Coffee,10,22.53,PayPal
1301,2024-04-15,C1972,54,NorthAm,Mexico,Clothing,Dress,9,67.15,Bank Transfer
1302,2024-05-28,C5380,50,Europe,France,Food,Chocolate,5,88.03,PayPal
1303,2024-12-25,C3174,33,Asia,India,Furniture,Bookshelf,8,299.04,Bank Transfer
1304,2024-11-17,C7786,42,SouthAm,Brazil,Electronics,Headphones,9,1549.64,Bank Transfer
1305,2024-08-20,C8996,38,Africa,South Africa,Electronics,Headphones,6,1730.19,Cash
1306,2024-04-21,C8039,31,SouthAm,Argentina,Clothing,Jeans,6,173.25,PayPal
1307,2024-10-16,C8951,39,Europe,Germany,Electronics,Headphones,1,423.63,PayPal
1308,2024-08-13,C8479,18,SouthAm,Brazil,Furniture,Sofa,3,1324.19,Bank Transfer
1309,2024-02-17,C6905,34,Europe,Italy,Furniture,Chair,7,975.85,PayPal
1310,2024-08-07,C2494,63,Europe,Germany,Furniture,Bookshelf,2,285.78,PayPal
1311,2024-09-22,C8291,18,Europe,Italy,Electronics,Headphones,3,1059.86,PayPal
1312,2024-07-15,C2463,64,Europe,Germany,Clothing,Jeans,5,58.4,PayPal
1313,2024-11-24,C3340,22,Africa,Egypt,Electronics,Smartwatch,3,992.18,PayPal
1314,2024-11-17,C3480,44,Africa,Egypt,Food,Coffee,2,90.69,PayPal
1315,2024-03-04,C7291,40,SouthAm,Argentina,Furniture,Table,5,1002.47,PayPal
1316,2024-10-10,C5668,62,Europe,Italy,Furniture,Desk,10,813.33,Cash
1317,2024-05-31,C1894,33,SouthAm,Argentina,Electronics,Laptop,8,1348.55,Credit Card
1318,2024-09-27,C1197,41,NorthAm,USA,Food,Cheese,7,42.89,PayPal
1319,2024-08-29,C2195,19,Africa,South Africa,Electronics,Tablet,4,271.69,Credit Card
1320,2024-07-22,C9300,36,Africa,Nigeria,Food,Pasta,2,67.65,PayPal
1321,2024-05-22,C2369,37,Europe,Netherlands,Furniture,Table,9,557.45,Credit Card
1322,2024-06-07,C8167,64,Asia,Japan,Furniture,Chair,7,262.38,Credit Card
1323,2024-06-07,C3877,25,Europe,France,Electronics,Laptop,8,1915.43,Bank Transfer
1324,2024-03-26,C7092,26,NorthAm,Mexico,Electronics,Smartphone,6,1652.79,Bank Transfer
1325,2024-09-25,C2046,34,Africa,Egypt,Electronics,Headphones,8,1119.41,Credit Card
1326,2024-09-12,C3734,41,Asia,India,Electronics,Smartwatch,2,611.13,Credit Card
1327,2024-01-23,C1201,33,Europe,Spain,Clothing,Shoes,3,70.11,Credit Card
1328,2024-10-10,C7870,32,NorthAm,USA,Food,Tea,5,84.34,Bank Transfer
1329,2024-03-02,C9225,61,Europe,France,Furniture,Desk,1,1435.71,Credit Card
1330,2024-08-26,C5625,37,NorthAm,USA,Sports,Yoga Mat,1,314.07,Bank Transfer
1331,2024-10-15,C5979,65,Africa,South Africa,Food,Tea,10,97.47,PayPal
1332,2024-10-06,C5016,27,Europe,Spain,Electronics,Laptop,9,823.56,Credit Card
1333,2024-06-20,C1023,60,SouthAm,Chile,Clothing,Jacket,4,168.35,PayPal
1334,2024-08-02,C9061,21,Asia,India,Electronics,Smartphone,4,1815.12,Cash
1335,2024-12-24,C7102,47,Europe,Netherlands,Electronics,Smartwatch,3,1346.99,Cash
1336,2024-02-08,C2020,45,Asia,China,Clothing,Jeans,6,279.29,Cash
1337,2024-12-24,C6345,38,SouthAm,Argentina,Furniture,Chair,4,290.56,Credit Card
1338,2024-03-20,C2731,28,SouthAm,Argentina,Clothing,Shoes,2,170.06,PayPal
1339,2024-08-19,C6051,47,NorthAm,USA,Electronics,Laptop,5,1687.5,Credit Card
1340,2024-04-20,C6370,27,Europe,France,Clothing,Shoes,9,33.71,Bank Transfer
1341,2024-05-13,C3848,19,SouthAm,Argentina,Sports,Bicycle Helmet,4,102.94,Credit Card
1342,2024-03-12,C2989,18,Europe,France,Furniture,Table,7,621.14,Credit Card
1343,2024-10-25,C5240,22,Europe,Germany,Furniture,Bookshelf,3,228.77,Bank Transfer
1344,2024-03-03,C1699,47,Europe,France,Sports,Yoga Mat,7,412.02,Cash
1345,2024-12-15,C7990,29,NorthAm,USA,Furniture,Sofa,5,724.42,PayPal
1346,2024-01-18,C5026,59,NorthAm,Canada,Food,Cheese,8,15.49,Bank Transfer
1347,2024-07-15,C3248,44,Asia,Thailand,Furniture,Desk,1,1485.17,Bank Transfer
1348,2024-09-02,C9921,49,NorthAm,Mexico,Sports,Basketball,7,238.24,Credit Card
1349,2024-06-12,C4588,19,NorthAm,USA,Food,Cheese,6,79.02,PayPal
1350,2024-03-22,C2640,33,Asia,India,Sports,Football,4,473.28,Cash
1351,2024-06-30,C3846,29,Asia,Thailand,Clothing,Jeans,10,27.9,Bank Transfer
1352,2024-10-17,C3328,54,Asia,South Korea,Sports,Basketball,3,407.64,Credit Card
1353,2024-01-29,C4811,56,Asia,Japan,Sports,Yoga Mat,1,285.44,PayPal
1354,2024-03-07,C6582,63,Asia,India,Electronics,Smartphone,3,1255.9,PayPal
1355,2024-02-26,C9622,41,Europe,Italy,Food,Cheese,2,40.29,Bank Transfer
1356,2024-03-10,C3580,64,SouthAm,Chile,Food,Tea,3,73.65,Bank Transfer
1357,2024-04-24,C3872,42,NorthAm,Mexico,Clothing,T-Shirt,3,224.07,Cash
1358,2024-10-17,C1530,29,Africa,Nigeria,Sports,Tennis Racket,10,110.16,Cash
1359,2024-03-13,C6425,65,Europe,France,Clothing,Jeans,3,198.13,Credit Card
1360,2024-12-28,C6500,46,Europe,Italy,Furniture,Table,2,590.67,Credit Card
1361,2024-01-01,C1788,42,SouthAm,Chile,Food,Coffee,7,54.38,Cash
1362,2024-06-28,C9946,42,Europe,Spain,Sports,Tennis Racket,3,377.49,Credit Card
1363,2024-05-30,C1328,38,NorthAm,USA,Electronics,Tablet,3,1798.28,PayPal
1364,2024-02-08,C9962,23,NorthAm,Mexico,Sports,Yoga Mat,1,362.12,PayPal
1365,2024-11-06,C8113,28,Europe,Germany,Clothing,T-Shirt,4,134.6,Bank Transfer
1366,2024-12-04,C5612,37,Asia,Japan,Electronics,Headphones,10,1189.39,Cash
1367,2024-03-19,C1893,41,Europe,Spain,Electronics,Tablet,10,1064.59,Credit Card
1368,2024-01-14,C4390,28,NorthAm,USA,Food,Chocolate,5,80.64,Cash
1369,2024-09-07,C5341,23,Africa,Nigeria,Furniture,Sofa,7,617.16,Cash
1370,2024-01-23,C5313,46,SouthAm,Argentina,Furniture,Sofa,10,186.3,Credit Card
1371,2024-02-13,C6632,52,SouthAm,Chile,Furniture,Desk,1,1277.12,Cash
1372,2024-10-01,C8779,54,Asia,South Korea,Clothing,Jacket,7,272.78,Credit Card
1373,2024-09-14,C9467,54,Africa,South Africa,Electronics,Headphones,3,1908.31,PayPal
1374,2024-04-18,C4157,26,Europe,Spain,Electronics,Headphones,4,1995.08,PayPal
1375,2024-10-31,C5225,38,Europe,Germany,Food,Cheese,7,59.68,Bank Transfer
1376,2024-09-23,C8506,18,Africa,Egypt,Sports,Yoga Mat,2,349.12,PayPal
1377,2024-10-17,C2641,24,Africa,South Africa,Clothing,Dress,6,265.81,Bank Transfer
1378,2024-07-15,C8955,54,Africa,Nigeria,Electronics,Laptop,5,925.35,Cash
1379,2024-01-20,C7484,39,Asia,Japan,Food,Tea,6,11.82,Bank Transfer
1380,2024-06-08,C5593,49,Europe,France,Furniture,Sofa,8,1183.64,Bank Transfer
1381,2024-05-17,C7828,56,Europe,France,Food,Coffee,7,76.69,Bank Transfer
1382,2024-01-29,C9442,28,Europe,Italy,Sports,Yoga Mat,3,631.0,Credit Card
1383,2024-03-29,C4158,30,Europe,France,Electronics,Headphones,1,1852.46,PayPal
1384,2024-05-20,C7035,47,Africa,Nigeria,Electronics,Smartphone,4,870.44,Cash
1385,2024-03-31,C8775,55,Africa,Nigeria,Clothing,T-Shirt,5,229.71,Credit Card
1386,2024-05-25,C1449,42,Europe,France,Sports,Tennis Racket,4,528.48,PayPal
1387,2024-05-17,C7709,50,Europe,Germany,Food,Coffee,3,64.1,Credit Card
1388,2024-04-24,C5135,56,NorthAm,Mexico,Clothing,Shoes,7,258.44,Cash
1389,2024-05-09,C4575,47,NorthAm,Mexico,Sports,Bicycle Helmet,7,480.06,Credit Card
1390,2024-09-18,C7131,53,Africa,Egypt,Clothing,Jeans,2,154.89,Bank Transfer
1391,2024-05-21,C6327,35,NorthAm,Mexico,Clothing,T-Shirt,3,164.84,PayPal
1392,2024-01-30,C7620,60,NorthAm,Mexico,Furniture,Chair,8,1496.46,Bank Transfer
1393,2024-08-02,C7628,42,Europe,Netherlands,Sports,Tennis Racket,6,589.44,PayPal
1394,2024-12-17,C9759,58,SouthAm,Chile,Clothing,Dress,5,256.72,PayPal
1395,2024-05-30,C2599,48,Asia,India,Sports,Tennis Racket,6,533.91,PayPal
1396,2024-06-30,C4659,65,NorthAm,Canada,Clothing,Jeans,5,183.96,Cash
1397,2024-03-01,C8709,21,Africa,Egypt,Sports,Football,8,714.86,Credit Card
1398,2024-12-14,C7253,51,NorthAm,Canada,Electronics,Laptop,3,1986.23,Bank Transfer
1399,2024-07-28,C8496,27,NorthAm,Mexico,Furniture,Chair,8,565.68,PayPal
1400,2024-06-09,C1950,18,SouthAm,Argentina,Furniture,Table,10,1170.28,Cash
1401,2024-02-15,C3120,57,SouthAm,Chile,Food,Pasta,7,96.88,Cash
1402,2024-01-03,C1618,52,Asia,India,Electronics,Tablet,9,543.04,Credit Card
1403,2024-11-16,C5076,32,NorthAm,Canada,Furniture,Chair,7,804.67,Bank Transfer
1404,2024-03-26,C2069,20,NorthAm,Canada,Food,Cheese,10,57.17,Cash
1405,2024-12-17,C3192,39,SouthAm,Argentina,Furniture,Table,7,126.77,PayPal
1406,2024-03-08,C4460,64,Europe,Netherlands,Sports,Tennis Racket,2,312.28,Credit Card
1407,2024-07-11,C5190,52,Africa,South Africa,Sports,Football,2,533.25,Credit Card
1408,2024-01-25,C2897,44,SouthAm,Argentina,Electronics,Smartwatch,5,1053.91,PayPal
1409,2024-04-15,C1152,37,SouthAm,Chile,Electronics,Smartwatch,5,1321.04,PayPal
1410,2024-08-02,C2718,50,Africa,South Africa,Clothing,Jacket,2,159.37,PayPal
1411,2024-05-14,C9571,30,NorthAm,Mexico,Food,Tea,3,13.55,Cash
1412,2024-04-16,C8875,39,Asia,Japan,Electronics,Smartphone,2,1703.42,Cash
1413,2024-03-17,C2475,50,Europe,Germany,Clothing,T-Shirt,8,296.83,Bank Transfer
1414,2024-05-15,C8606,21,Europe,France,Electronics,Tablet,6,1642.87,Bank Transfer
1415,2024-08-06,C2898,24,Europe,Germany,Furniture,Table,6,600.54,Cash
1416,2024-11-14,C5395,64,Europe,Italy,Clothing,T-Shirt,2,132.22,Cash
1417,2024-05-19,C7319,62,SouthAm,Argentina,Furniture,Chair,3,1074.64,Credit Card
1418,2024-03-22,C2699,44,Africa,Nigeria,Sports,Yoga Mat,3,500.72,Bank Transfer
1419,2024-11-09,C1472,61,Asia,South Korea,Food,Chocolate,7,49.66,Credit Card
1420,2024-05-13,C6148,18,Africa,Egypt,Sports,Bicycle Helmet,4,782.98,Bank Transfer
1421,2024-09-22,C9570,62,Africa,South Africa,Food,Coffee,8,41.12,Cash
1422,2024-03-17,C1894,18,Asia,Thailand,Food,Pasta,3,16.74,Cash
1423,2024-06-13,C4946,39,NorthAm,USA,Sports,Tennis Racket,9,525.35,Cash
1424,2024-04-30,C2291,47,SouthAm,Chile,Food,Chocolate,8,50.24,Credit Card
1425,2024-09-11,C1291,24,SouthAm,Argentina,Electronics,Smartwatch,9,200.31,Credit Card
1426,2024-11-05,C5990,50,Africa,South Africa,Food,Tea,6,84.28,PayPal
1427,2024-08-20,C6439,53,Africa,Egypt,Food,Tea,8,20.26,PayPal
1428,2024-01-02,C6592,40,NorthAm,Mexico,Sports,Basketball,2,65.25,PayPal
1429,2024-09-09,C3301,63,SouthAm,Brazil,Clothing,Dress,4,72.51,Cash
1430,2024-04-20,C8488,30,NorthAm,USA,Food,Chocolate,10,21.09,Cash
1431,2024-08-22,C9260,26,SouthAm,Brazil,Sports,Football,9,750.19,Cash
1432,2024-09-17,C3903,62,Africa,South Africa,Furniture,Chair,7,1020.53,Bank Transfer
1433,2024-09-15,C7302,44,Africa,Egypt,Furniture,Sofa,7,1449.03,Bank Transfer
1434,2024-08-19,C3185,26,SouthAm,Chile,Sports,Basketball,9,692.74,PayPal
1435,2024-04-12,C4435,57,NorthAm,Mexico,Clothing,T-Shirt,3,161.09,Bank Transfer
1436,2024-12-29,C2890,40,Africa,Nigeria,Sports,Bicycle Helmet,7,549.17,Bank Transfer
1437,2024-08-04,C1209,51,Europe,Germany,Food,Coffee,1,70.32,PayPal
1438,2024-05-16,C3636,36,NorthAm,USA,Electronics,Tablet,4,1556.47,Credit Card
1439,2024-07-02,C8415,24,Africa,Egypt,Sports,Tennis Racket,9,329.44,Bank Transfer
1440,2024-12-20,C1769,42,SouthAm,Argentina,Clothing,Dress,1,23.63,Bank Transfer
1441,2024-04-13,C8259,32,NorthAm,Mexico,Sports,Bicycle Helmet,4,627.63,PayPal
1442,2024-05-30,C8353,29,Europe,France,Furniture,Desk,2,628.08,Cash
1443,2024-05-22,C5329,26,Asia,Thailand,Clothing,Jacket,6,150.57,PayPal
1444,2024-01-21,C3518,38,Africa,South Africa,Sports,Basketball,8,638.23,Bank Transfer
1445,2024-02-07,C6207,51,Asia,China,Sports,Football,9,152.72,Cash
1446,2024-02-17,C6724,32,Asia,India,Clothing,Jeans,5,81.16,Cash
1447,2024-10-14,C1144,25,NorthAm,Canada,Furniture,Desk,10,441.36,Credit Card
1448,2024-12-15,C6258,42,Europe,Spain,Clothing,Dress,5,26.92,Bank Transfer
1449,2024-09-20,C9335,46,SouthAm,Brazil,Clothing,T-Shirt,6,163.89,Credit Card
1450,2024-03-26,C9814,52,Europe,Germany,Furniture,Table,7,1269.93,PayPal
1451,2024-10-02,C8130,59,Europe,France,Electronics,Headphones,6,268.2,Credit Card
1452,2024-01-28,C3916,34,Africa,South Africa,Sports,Tennis Racket,5,343.88,Cash
1453,2024-11-18,C7626,45,NorthAm,USA,Food,Chocolate,9,10.53,Credit Card
1454,2024-10-26,C1745,62,Europe,Italy,Sports,Football,5,635.91,Bank Transfer
1455,2024-11-06,C2417,36,SouthAm,Argentina,Food,Chocolate,8,24.07,PayPal
1456,2024-03-10,C7406,52,NorthAm,Mexico,Furniture,Sofa,6,1440.35,Credit Card
1457,2024-10-10,C3316,25,Europe,Germany,Sports,Bicycle Helmet,7,443.61,Credit Card
1458,2024-06-05,C4441,65,NorthAm,USA,Food,Cheese,3,24.49,PayPal
1459,2024-11-11,C5140,30,Europe,France,Sports,Football,9,385.17,Credit Card
1460,2024-05-28,C2103,34,Europe,France,Sports,Yoga Mat,6,305.0,PayPal
1461,2024-02-21,C5671,57,Europe,France,Clothing,Shoes,8,111.94,Bank Transfer
1462,2024-12-21,C3496,54,Africa,Nigeria,Clothing,Shoes,3,21.35,PayPal
1463,2024-04-23,C8145,35,NorthAm,USA,Clothing,Shoes,8,144.7,Bank Transfer
1464,2024-09-06,C2783,29,Africa,South Africa,Clothing,T-Shirt,9,75.0,Credit Card
1465,2024-02-08,C1305,50,Europe,Netherlands,Sports,Yoga Mat,10,193.83,Credit Card
1466,2024-10-09,C5269,52,Africa,Nigeria,Furniture,Sofa,7,412.63,Bank Transfer
1467,2024-03-09,C8613,50,Africa,South Africa,Food,Tea,9,10.95,PayPal
1468,2024-11-10,C3717,50,Asia,South Korea,Furniture,Table,10,1428.2,PayPal
1469,2024-09-04,C6878,20,Asia,South Korea,Furniture,Chair,5,617.21,Credit Card
1470,2024-12-08,C4387,51,NorthAm,Canada,Food,Pasta,1,13.59,Bank Transfer
1471,2024-02-22,C9542,58,NorthAm,Mexico,Clothing,Dress,9,179.64,Cash
1472,2024-11-30,C7201,41,Africa,Egypt,Electronics,Smartwatch,5,877.39,PayPal
1473,2024-09-21,C7649,40,NorthAm,Canada,Food,Cheese,1,55.17,PayPal
1474,2024-08-13,C3713,32,Europe,Netherlands,Clothing,T-Shirt,3,72.33,Bank Transfer
1475,2024-11-04,C2938,60,Asia,South Korea,Clothing,Jacket,8,209.06,Cash
1476,2024-04-17,C3641,59,SouthAm,Brazil,Furniture,Chair,3,902.88,PayPal
1477,2024-03-09,C9399,20,Africa,South Africa,Electronics,Laptop,5,1860.4,Cash
1478,2024-11-02,C1305,64,NorthAm,USA,Furniture,Bookshelf,10,1489.89,Cash
1479,2024-03-28,C4594,44,Africa,South Africa,Sports,Tennis Racket,10,537.93,Bank Transfer
1480,2024-03-26,C6614,47,Africa,Egypt,Electronics,Laptop,7,893.83,Credit Card
1481,2024-01-09,C4315,51,Africa,Egypt,Food,Coffee,10,18.67,Cash
1482,2024-11-10,C1639,52,Africa,South Africa,Electronics,Headphones,3,1823.57,Credit Card
1483,2024-12-13,C8069,51,SouthAm,Argentina,Electronics,Smartwatch,7,613.08,Cash
1484,2024-07-14,C6742,55,Africa,South Africa,Food,Coffee,5,52.94,PayPal
1485,2024-02-12,C5641,56,Africa,Nigeria,Clothing,T-Shirt,1,218.56,Credit Card
1486,2024-10-22,C9561,25,Africa,South Africa,Food,Coffee,6,46.8,Credit Card
1487,2024-03-20,C7980,59,Africa,Nigeria,Clothing,Dress,7,178.11,Bank Transfer
1488,2024-12-14,C7511,31,SouthAm,Chile,Sports,Yoga Mat,3,315.06,Cash
1489,2024-05-09,C6024,54,NorthAm,Mexico,Food,Coffee,2,77.3,Cash
1490,2024-12-24,C3650,24,Asia,Thailand,Food,Tea,9,65.26,Credit Card
1491,2024-03-23,C7375,58,Europe,Germany,Furniture,Bookshelf,10,709.53,Credit Card
1492,2024-05-14,C4633,41,Europe,Netherlands,Electronics,Headphones,7,1305.14,Bank Transfer
1493,2024-12-30,C1941,29,SouthAm,Argentina,Electronics,Laptop,9,714.81,Credit Card
1494,2024-11-02,C9364,51,Asia,Thailand,Furniture,Chair,6,434.96,Credit Card
1495,2024-03-21,C2422,35,SouthAm,Argentina,Food,Pasta,10,28.03,Credit Card
1496,2024-12-26,C2124,23,Africa,Nigeria,Sports,Bicycle Helmet,6,297.56,Bank Transfer
1497,2024-04-25,C4187,47,SouthAm,Chile,Electronics,Tablet,3,932.84,Credit Card
1498,2024-10-13,C2185,50,NorthAm,Canada,Electronics,Smartwatch,5,1777.0,Bank Transfer
1499,2024-12-21,C8254,42,Africa,Nigeria,Furniture,Sofa,8,1054.23,Credit Card
1500,2024-09-03,C2904,34,Europe,Spain,Furniture,Table,6,677.4,Bank Transfer
1501,2024-09-21,C9776,18,NorthAm,USA,Clothing,Jacket,7,208.64,Bank Transfer
1502,2024-02-08,C3924,48,NorthAm,Canada,Furniture,Desk,5,355.9,PayPal
1503,2024-09-12,C4271,33,Asia,India,Furniture,Table,4,1268.92,Bank Transfer
1504,2024-03-20,C2747,25,Europe,Spain,Sports,Football,9,767.65,Cash
1505,2024-07-09,C6167,49,Africa,Nigeria,Food,Coffee,9,35.22,PayPal
1506,2024-10-22,C3101,21,Africa,Nigeria,Food,Cheese,1,55.22,Cash
1507,2024-12-17,C3863,47,Europe,Netherlands,Food,Tea,1,11.06,PayPal
1508,2024-07-13,C2650,38,NorthAm,Mexico,Clothing,T-Shirt,9,93.6,Bank Transfer
1509,2024-08-29,C6621,41,Asia,South Korea,Food,Coffee,7,73.06,Bank Transfer
1510,2024-07-05,C7563,35,SouthAm,Brazil,Sports,Tennis Racket,10,558.23,Credit Card
1511,2024-05-18,C4863,53,SouthAm,Argentina,Furniture,Table,3,762.18,Credit Card
1512,2024-03-31,C7906,49,Asia,Thailand,Sports,Basketball,8,261.03,Credit Card
1513,2024-07-22,C2621,62,Asia,Japan,Furniture,Sofa,8,1274.56,Credit Card
1514,2024-08-18,C6483,34,NorthAm,Canada,Sports,Bicycle Helmet,5,294.99,Cash
1515,2024-03-03,C6752,61,Africa,South Africa,Sports,Bicycle Helmet,9,164.39,Bank Transfer
1516,2024-06-30,C6326,61,Africa,Nigeria,Food,Chocolate,7,65.23,Cash
1517,2024-11-19,C3373,28,NorthAm,Canada,Sports,Bicycle Helmet,7,683.65,Credit Card
1518,2024-02-10,C3654,39,Asia,India,Clothing,Jeans,5,189.51,Cash
1519,2024-05-18,C8289,41,Africa,Egypt,Food,Pasta,3,26.55,Credit Card
1520,2024-03-05,C4844,60,NorthAm,Mexico,Electronics,Laptop,3,914.68,Credit Card
1521,2024-02-02,C8752,53,Europe,Germany,Food,Cheese,2,19.35,PayPal
1522,2024-02-13,C7387,37,Asia,China,Clothing,Shoes,3,56.76,PayPal
1523,2024-01-15,C1575,60,NorthAm,Canada,Food,Pasta,9,94.14,Cash
1524,2024-03-10,C9835,29,Africa,Egypt,Food,Cheese,7,57.11,Bank Transfer
1525,2024-06-26,C8891,52,Asia,Japan,Food,Tea,6,47.1,PayPal
1526,2024-06-04,C1172,18,Africa,South Africa,Clothing,Jeans,8,169.83,Cash
1527,2024-09-01,C5908,18,SouthAm,Argentina,Sports,Tennis Racket,1,452.12,PayPal
1528,2024-07-29,C8161,43,Asia,China,Food,Pasta,4,33.67,Cash
1529,2024-11-16,C4924,51,Africa,Egypt,Clothing,Jeans,9,246.47,Cash
1530,2024-04-06,C2121,29,Asia,India,Electronics,Headphones,10,1014.98,Cash
1531,2024-04-06,C6253,19,Asia,Japan,Sports,Football,3,778.7,Bank Transfer
1532,2024-05-17,C3048,63,SouthAm,Chile,Electronics,Laptop,2,471.23,Cash
1533,2024-04-21,C6601,44,NorthAm,Canada,Clothing,Shoes,1,112.47,PayPal
1534,2024-01-29,C5366,43,Europe,Netherlands,Food,Coffee,4,90.61,Bank Transfer
1535,2024-07-14,C1206,25,Asia,South Korea,Food,Coffee,1,27.93,Credit Card
1536,2024-09-23,C4415,48,SouthAm,Chile,Clothing,Jeans,3,196.17,Credit Card
1537,2024-10-08,C9534,25,NorthAm,Canada,Clothing,T-Shirt,6,268.51,PayPal
1538,2024-02-27,C4866,58,SouthAm,Argentina,Electronics,Laptop,5,1252.45,Cash
1539,2024-05-04,C1146,20,Africa,Egypt,Food,Cheese,3,43.43,Credit Card
1540,2024-05-07,C3583,49,Europe,Netherlands,Clothing,Jacket,1,119.54,PayPal
1541,2024-12-25,C9787,24,Asia,South Korea,Furniture,Sofa,9,1203.99,Bank Transfer
1542,2024-08-12,C4161,19,SouthAm,Argentina,Furniture,Sofa,1,779.42,Cash
1543,2024-10-13,C5828,52,SouthAm,Brazil,Sports,Tennis Racket,9,297.7,Cash
1544,2024-05-20,C3627,22,Africa,South Africa,Food,Tea,5,58.74,Cash
1545,2024-01-01,C9289,42,Asia,Japan,Sports,Basketball,10,213.87,Credit Card
1546,2024-12-03,C9830,42,Asia,Thailand,Food,Cheese,3,65.17,Bank Transfer
1547,2024-07-28,C6276,25,Europe,Netherlands,Electronics,Smartphone,3,521.55,Credit Card
1548,2024-04-13,C2753,49,Asia,Japan,Electronics,Smartwatch,7,1384.26,Bank Transfer
1549,2024-01-26,C7002,32,Africa,Egypt,Electronics,Smartphone,4,1380.35,Credit Card
1550,2024-08-27,C1994,41,Africa,Egypt,Food,Tea,1,84.13,Bank Transfer
1551,2024-09-27,C1666,64,Europe,Italy,Electronics,Laptop,9,374.81,PayPal
1552,2024-09-29,C7313,30,Asia,Thailand,Furniture,Desk,3,881.79,Cash
1553,2024-02-24,C6864,61,SouthAm,Chile,Food,Chocolate,3,81.32,Cash
1554,2024-09-15,C6529,60,Asia,Thailand,Sports,Yoga Mat,6,724.91,Bank Transfer
1555,2024-07-09,C7755,58,SouthAm,Chile,Clothing,Dress,4,177.68,PayPal
1556,2024-07-11,C5162,41,SouthAm,Argentina,Food,Chocolate,1,98.47,Credit Card
1557,2024-09-22,C3213,37,Europe,Italy,Furniture,Table,6,130.38,Bank Transfer
1558,2024-10-10,C9376,53,Africa,Egypt,Furniture,Chair,1,744.52,PayPal
1559,2024-03-11,C5341,41,Africa,South Africa,Furniture,Sofa,5,228.67,Cash
1560,2024-10-18,C4562,64,Europe,Italy,Food,Coffee,8,84.31,Credit Card
1561,2024-10-31,C5921,20,Africa,Nigeria,Electronics,Smartphone,6,826.27,Cash
1562,2024-08-01,C2974,32,Africa,South Africa,Food,Chocolate,5,57.19,Bank Transfer
1563,2024-10-03,C3450,38,Africa,Egypt,Furniture,Table,1,1043.09,Cash
1564,2024-08-16,C9269,23,Asia,South Korea,Clothing,Shoes,3,57.01,Credit Card
1565,2024-08-31,C1807,53,SouthAm,Argentina,Electronics,Headphones,9,982.08,PayPal
1566,2024-03-10,C8879,53,Asia,South Korea,Food,Cheese,4,60.51,PayPal
1567,2024-05-04,C2173,35,SouthAm,Argentina,Sports,Football,2,547.25,Cash
1568,2024-07-06,C6706,30,NorthAm,Canada,Sports,Football,5,160.33,Bank Transfer
1569,2024-11-11,C8245,57,Asia,South Korea,Electronics,Laptop,4,1433.65,PayPal
1570,2024-02-13,C2841,65,Europe,France,Sports,Tennis Racket,5,40.57,Credit Card
1571,2024-06-05,C8373,48,Europe,Italy,Furniture,Desk,4,385.32,Bank Transfer
1572,2024-10-07,C8913,57,Asia,Japan,Food,Cheese,9,13.91,PayPal
1573,2024-01-31,C5653,30,Africa,Nigeria,Electronics,Headphones,1,319.88,Bank Transfer
1574,2024-12-05,C6901,24,Europe,Italy,Food,Coffee,7,55.77,Credit Card
1575,2024-06-10,C8940,56,Africa,South Africa,Furniture,Table,9,1453.51,Credit Card
1576,2024-01-21,C5053,51,NorthAm,Canada,Food,Pasta,3,11.65,Bank Transfer
1577,2024-06-30,C5953,33,Africa,Nigeria,Electronics,Tablet,7,1802.72,Credit Card
1578,2024-10-11,C5590,32,Asia,India,Food,Coffee,2,75.69,PayPal
1579,2024-08-01,C4938,54,Asia,South Korea,Clothing,Dress,6,145.77,PayPal
1580,2024-04-15,C3270,55,Africa,Egypt,Furniture,Table,5,1063.94,PayPal
1581,2024-08-08,C3378,59,Africa,South Africa,Clothing,Jacket,9,169.23,Credit Card
1582,2024-04-04,C6203,27,Europe,Italy,Food,Pasta,5,49.87,Bank Transfer
1583,2024-03-18,C4079,24,Asia,China,Electronics,Smartwatch,10,680.35,PayPal
1584,2024-11-01,C4804,32,Europe,Italy,Electronics,Headphones,3,1104.18,Cash
1585,2024-12-30,C7126,29,SouthAm,Argentina,Food,Coffee,3,27.39,Credit Card
1586,2024-07-28,C1245,35,SouthAm,Brazil,Furniture,Table,2,347.91,Cash
1587,2024-11-11,C9027,62,NorthAm,Canada,Furniture,Bookshelf,7,1186.7,Cash
1588,2024-06-09,C7457,57,Africa,Egypt,Sports,Bicycle Helmet,1,430.9,Cash
1589,2024-08-21,C1694,33,Africa,Egypt,Food,Chocolate,9,44.87,Credit Card
1590,2024-04-07,C5770,46,SouthAm,Argentina,Clothing,Shoes,3,138.29,Credit Card
1591,2024-12-19,C9470,27,SouthAm,Chile,Food,Chocolate,9,20.19,PayPal
1592,2024-07-20,C7775,38,SouthAm,Brazil,Furniture,Bookshelf,10,1355.26,PayPal
1593,2024-08-20,C2477,34,NorthAm,Mexico,Furniture,Chair,2,259.83,Cash
